0	1a
1	9d
2	ce
3	6f
4	fc
5	6b
6	ee
7	e8
8	a4
9	49
10	f7
11	75
12	15
13	ff
14	84
15	58
16	72
17	17
18	f6
19	9f
20	8b
21	20
22	8d
23	47
24	88
25	be
26	ad
27	27
28	fe
29	04
30	bf
31	ca
32	7e
33	85
34	18
35	12
36	57
37	76
38	b4
39	5b
40	e4
41	2b
42	f5
43	07
44	9c
45	51
46	36
47	39
48	a6
49	db
50	e1
51	5d
52	3b
53	0c
54	f4
55	98
56	0e
57	5f
58	74
59	4b
60	97
61	21
62	e7
63	e9
64	06
65	0b
66	09
67	70
68	d6
69	64
70	38
71	00
72	6d
73	d9
74	6e
75	26
76	e3
77	54
78	5e
79	fd
80	c3
81	8f
82	94
83	a5
84	0f
85	d2
86	5a
87	73
88	d3
89	df
90	c7
91	d8
92	cb
93	61
94	56
95	cf
96	24
97	46
98	a3
99	b6
100	16
101	d1
102	4f
103	83
104	87
105	67
106	a0
107	63
108	a1
109	3e
110	bc
111	32
112	41
113	55
114	90
115	01
116	95
117	b1
118	d5
119	7c
120	37
121	82
122	13
123	59
124	53
125	68
126	92
127	9b
128	f3
129	1d
130	c5
131	91
132	b9
133	3a
134	22
135	65
136	11
137	c2
138	d4
139	9a
140	52
141	aa
142	ec
143	a7
144	d0
145	bb
146	4c
147	79
148	2f
149	2e
150	ef
151	19
152	81
153	8a
154	1e
155	dc
156	10
157	62
158	b8
159	02
160	89
161	ab
162	e5
163	3d
164	1f
165	b2
166	14
167	f0
168	2d
169	a9
170	28
171	05
172	e6
173	cc
174	1b
175	42
176	23
177	4d
178	3f
179	ba
180	8c
181	7b
182	6a
183	f1
184	3c
185	b5
186	45
187	5c
188	2a
189	30
190	cd
191	7d
192	1c
193	b0
194	e2
195	4a
196	af
197	7f
198	7a
199	fa
200	eb
201	78
202	c4
203	25
204	34
205	2c
206	86
207	8e
208	da
209	99
210	60
211	03
212	bd
213	d7
214	c0
215	f9
216	b7
217	48
218	69
219	a8
220	e0
221	b3
222	fb
223	33
224	50
225	4e
226	c8
227	f2
228	0a
229	ac
230	c1
231	de
232	93
233	c9
234	43
235	6c
236	ea
237	0d
238	29
239	71
240	08
241	c6
242	66
243	77
244	40
245	dd
246	35
247	31
248	9e
249	ae
250	44
251	96
252	80
253	f8
254	ed
255	a2
