0	43
1	6c
2	93
3	c9
4	29
5	71
6	ea
7	0d
8	c8
9	f2
10	50
11	4e
12	c1
13	de
14	0a
15	ac
16	44
17	96
18	9e
19	ae
20	ed
21	a2
22	80
23	f8
24	66
25	77
26	08
27	c6
28	35
29	31
30	40
31	dd
32	c4
33	25
34	eb
35	78
36	86
37	8e
38	34
39	2c
40	e2
41	4a
42	1c
43	b0
44	7a
45	fa
46	af
47	7f
48	69
49	a8
50	b7
51	48
52	fb
53	33
54	e0
55	b3
56	60
57	03
58	da
59	99
60	c0
61	f9
62	bd
63	d7
64	28
65	05
66	2d
67	a9
68	1b
69	42
70	e6
71	cc
72	e5
73	3d
74	89
75	ab
76	14
77	f0
78	1f
79	b2
80	45
81	5c
82	3c
83	b5
84	cd
85	7d
86	2a
87	30
88	3f
89	ba
90	23
91	4d
92	6a
93	f1
94	8c
95	7b
96	d4
97	9a
98	11
99	c2
100	ec
101	a7
102	52
103	aa
104	c5
105	91
106	f3
107	1d
108	22
109	65
110	b9
111	3a
112	1e
113	dc
114	81
115	8a
116	b8
117	02
118	10
119	62
120	4c
121	79
122	d0
123	bb
124	ef
125	19
126	2f
127	2e
128	a0
129	63
130	87
131	67
132	bc
133	32
134	a1
135	3e
136	a3
137	b6
138	24
139	46
140	4f
141	83
142	16
143	d1
144	13
145	59
146	37
147	82
148	92
149	9b
150	53
151	68
152	90
153	01
154	41
155	55
156	d5
157	7c
158	95
159	b1
160	6e
161	26
162	6d
163	d9
164	5e
165	fd
166	e3
167	54
168	09
169	70
170	06
171	0b
172	38
173	00
174	d6
175	64
176	c7
177	d8
178	d3
179	df
180	56
181	cf
182	cb
183	61
184	94
185	a5
186	c3
187	8f
188	5a
189	73
190	0f
191	d2
192	f5
193	07
194	e4
195	2b
196	36
197	39
198	9c
199	51
200	18
201	12
202	7e
203	85
204	b4
205	5b
206	57
207	76
208	74
209	4b
210	0e
211	5f
212	e7
213	e9
214	97
215	21
216	e1
217	5d
218	a6
219	db
220	f4
221	98
222	3b
223	0c
224	f7
225	75
226	a4
227	49
228	84
229	58
230	15
231	ff
232	ce
233	6f
234	1a
235	9d
236	ee
237	e8
238	fc
239	6b
240	ad
241	27
242	88
243	be
244	bf
245	ca
246	fe
247	04
248	f6
249	9f
250	72
251	17
252	8d
253	47
254	8b
255	20
