0	52
1	6b
2	2f
3	45
4	f2
5	91
6	48
7	0b
8	69
9	a1
10	72
11	21
12	fb
13	3a
14	25
15	da
16	e8
17	68
18	3d
19	ed
20	70
21	d8
22	8e
23	22
24	14
25	1c
26	a6
27	be
28	56
29	b7
30	79
31	ea
32	a7
33	a3
34	d2
35	4f
36	f4
37	e5
38	9a
39	54
40	7f
41	30
42	12
43	6a
44	d6
45	04
46	0c
47	3c
48	53
49	4c
50	98
51	3e
52	5a
53	60
54	c2
55	dc
56	bb
57	e3
58	78
59	9f
60	d1
61	fe
62	01
63	5b
64	7d
65	8b
66	bd
67	bc
68	de
69	eb
70	42
71	29
72	2a
73	90
74	82
75	f0
76	8c
77	4e
78	13
79	18
80	b0
81	f7
82	2b
83	a8
84	57
85	03
86	61
87	8f
88	7e
89	35
90	c0
91	38
92	46
93	08
94	83
95	50
96	f8
97	63
98	1e
99	e9
100	ad
101	28
102	b1
103	df
104	5f
105	ef
106	b8
107	a2
108	d7
109	ce
110	ae
111	27
112	86
113	62
114	8d
115	20
116	77
117	af
118	1b
119	39
120	89
121	d0
122	74
123	5e
124	ba
125	97
126	bf
127	3b
128	c8
129	e1
130	9d
131	40
132	06
133	37
134	51
135	1d
136	c4
137	5d
138	59
139	f3
140	55
141	4a
142	41
143	4d
144	aa
145	92
146	44
147	f6
148	9b
149	e2
150	94
151	99
152	cc
153	6f
154	71
155	c6
156	fc
157	b4
158	ff
159	4b
160	47
161	ee
162	07
163	23
164	02
165	93
166	d3
167	c7
168	00
169	09
170	c1
171	fa
172	81
173	cb
174	a5
175	10
176	dd
177	11
178	84
179	43
180	31
181	24
182	b6
183	d4
184	2e
185	a0
186	33
187	ac
188	32
189	f1
190	15
191	f5
192	1f
193	d5
194	19
195	b2
196	64
197	0d
198	e0
199	85
200	2d
201	58
202	6c
203	96
204	3f
205	b5
206	1a
207	2c
208	7c
209	7a
210	6e
211	f9
212	5c
213	fd
214	88
215	0f
216	16
217	ca
218	87
219	6d
220	65
221	e7
222	36
223	db
224	66
225	0a
226	a9
227	9e
228	73
229	cf
230	34
231	49
232	75
233	7b
234	05
235	b3
236	e6
237	d9
238	9c
239	cd
240	26
241	c9
242	c5
243	e4
244	8a
245	80
246	ec
247	17
248	a4
249	ab
250	0e
251	c3
252	67
253	95
254	76
255	b9
