0	bd
1	c8
2	fc
3	06
4	af
5	25
6	8a
7	bc
8	8f
9	45
10	89
11	22
12	f4
13	9d
14	70
15	15
16	86
17	5a
18	17
19	fd
20	f5
21	77
22	a6
23	4b
24	ec
25	ea
26	fe
27	69
28	cc
29	6d
30	18
31	9f
32	e5
33	eb
34	95
35	23
36	76
37	49
38	0c
39	5d
40	f6
41	9a
42	39
43	0e
44	e3
45	5f
46	a4
47	d9
48	34
49	3b
50	9e
51	53
52	f7
53	05
54	e6
55	29
56	b6
57	59
58	55
59	74
60	1a
61	10
62	7c
63	87
64	54
65	cd
66	c9
67	63
68	c5
69	da
70	d1
71	dd
72	58
73	71
74	0d
75	d0
76	96
77	a7
78	c1
79	8d
80	5c
81	ff
82	e1
83	56
84	6c
85	24
86	6f
87	db
88	3a
89	02
90	d4
91	66
92	0b
93	72
94	04
95	09
96	90
97	99
98	51
99	6a
100	11
101	5b
102	35
103	80
104	d7
105	7e
106	97
107	b3
108	92
109	03
110	43
111	57
112	be
113	30
114	a3
115	3c
116	a2
117	61
118	85
119	65
120	4d
121	81
122	14
123	d3
124	a1
125	b4
126	26
127	44
128	ba
129	00
130	12
131	60
132	1c
133	de
134	83
135	88
136	ed
137	1b
138	2d
139	2c
140	4e
141	7b
142	d2
143	b9
144	ee
145	a5
146	50
147	a8
148	d6
149	98
150	13
151	c0
152	20
153	67
154	bb
155	38
156	c7
157	93
158	f1
159	1f
160	cf
161	7f
162	28
163	32
164	47
165	5e
166	3e
167	b7
168	68
169	f3
170	8e
171	79
172	3d
173	b8
174	21
175	4f
176	19
177	40
178	e4
179	ce
180	2a
181	07
182	2f
183	ab
184	16
185	f2
186	1d
187	b0
188	e7
189	3f
190	8b
191	a9
192	f9
193	31
194	e2
195	b1
196	6b
197	aa
198	b5
199	4a
200	c2
201	fb
202	bf
203	d5
204	62
205	01
206	d8
207	9b
208	84
209	8c
210	36
211	2e
212	c6
213	27
214	e9
215	7a
216	78
217	f8
218	ad
219	7d
220	e0
221	48
222	1e
223	b2
224	ef
225	a0
226	82
227	fa
228	46
229	94
230	9c
231	ac
232	37
233	33
234	42
235	df
236	64
237	75
238	0a
239	c4
240	2b
241	73
242	e8
243	0f
244	41
245	6e
246	91
247	cb
248	c3
249	dc
250	08
251	ae
252	ca
253	f0
254	52
255	4c
