0	c3
1	2c
2	ee
3	cf
4	8a
5	80
6	1d
7	e6
8	a1
9	ae
10	c9
11	04
12	9f
13	6d
14	b3
15	7c
16	00
17	6c
18	94
19	a3
20	c5
21	79
22	43
23	3e
24	71
25	7f
26	b9
27	0f
28	d3
29	ec
30	c7
31	96
32	70
33	76
34	f3
35	64
36	f7
37	56
38	05
39	82
40	c0
41	1c
42	67
43	8d
44	ed
45	6f
46	d1
47	3c
48	df
49	15
50	b8
51	13
52	07
53	6e
54	8f
55	ea
56	52
57	27
58	9c
59	66
60	bf
61	35
62	26
63	10
64	1b
65	d7
66	49
67	8e
68	2e
69	3b
70	de
71	bc
72	aa
73	24
74	a6
75	39
76	fb
77	38
78	ff
79	1f
80	e4
81	4d
82	29
83	0d
84	99
85	08
86	cd
87	d9
88	03
89	0a
90	f0
91	cb
92	c1
93	8b
94	1a
95	af
96	98
97	a0
98	fc
99	4e
100	e8
101	91
102	93
103	9e
104	65
105	c6
106	cc
107	7b
108	be
109	f6
110	41
111	f5
112	eb
113	c2
114	4a
115	97
116	3d
117	0c
118	17
119	5b
120	57
121	ce
122	f9
123	53
124	40
125	5f
126	47
127	4b
128	68
129	8c
130	2a
131	87
132	a5
133	7d
134	33
135	11
136	da
137	83
138	54
139	7e
140	9d
141	b0
142	31
143	b5
144	69
145	f2
146	e3
147	14
148	22
149	a7
150	d5
151	bb
152	e5
153	55
154	a8
155	b2
156	c4
157	dd
158	2d
159	a4
160	fd
161	ba
162	a2
163	21
164	09
165	5d
166	85
167	6b
168	3f
169	74
170	32
171	ca
172	02
173	4c
174	5a
175	89
176	81
177	77
178	b6
179	b7
180	e1
181	d4
182	23
183	48
184	9a
185	20
186	fa
187	88
188	44
189	86
190	12
191	19
192	46
193	59
194	34
195	92
196	6a
197	50
198	d6
199	c8
200	e9
201	b1
202	95
203	72
204	f4
205	db
206	51
207	0b
208	a9
209	ad
210	45
211	d8
212	ef
213	fe
214	5e
215	90
216	3a
217	75
218	60
219	18
220	0e
221	dc
222	36
223	06
224	62
225	e2
226	e7
227	37
228	d2
229	7a
230	28
231	84
232	16
233	1e
234	b4
235	ac
236	bd
237	5c
238	e0
239	73
240	61
241	58
242	4f
243	25
244	9b
245	f8
246	01
247	42
248	ab
249	63
250	2b
251	78
252	30
253	f1
254	d0
255	2f
