0	02
1	5a
2	c1
3	26
4	68
5	47
6	b8
7	e2
8	ea
9	f5
10	21
11	87
12	e3
13	d9
14	7b
15	65
16	c6
17	89
18	ab
19	d3
20	6f
21	bd
22	b5
23	85
24	1e
25	1a
26	6b
27	f6
28	4d
29	5c
30	23
31	ed
32	ad
33	a5
34	1f
35	07
36	ef
37	0e
38	c0
39	53
40	51
41	d1
42	84
43	54
44	c9
45	61
46	37
47	9b
48	d0
49	18
50	cb
51	98
52	42
53	83
54	9c
55	63
56	eb
57	d2
58	96
59	fc
60	4b
61	28
62	f1
63	b2
64	30
65	69
66	cd
67	e7
68	03
69	2e
70	06
71	82
72	3f
73	db
74	34
75	99
76	ce
77	16
78	a2
79	80
80	e6
81	56
82	01
83	1b
84	6e
85	77
86	17
87	9e
88	41
89	da
90	a7
91	50
92	14
93	91
94	08
95	66
96	c7
97	8c
98	79
99	81
100	ff
101	b1
102	3a
103	e9
104	09
105	4e
106	92
107	11
108	ee
109	ba
110	d8
111	36
112	93
113	29
114	3b
115	49
116	35
117	f7
118	aa
119	a1
120	c4
121	32
122	04
123	05
124	67
125	52
126	fb
127	90
128	97
129	19
130	8a
131	15
132	8b
133	48
134	ac
135	4c
136	64
137	a8
138	3d
139	fa
140	88
141	9d
142	0f
143	6d
144	b9
145	b0
146	78
147	43
148	38
149	72
150	1c
151	a9
152	fe
153	57
154	be
155	9a
156	bb
157	2a
158	6a
159	7e
160	75
161	d6
162	c8
163	7f
164	45
165	0d
166	46
167	f2
168	13
169	2b
170	fd
171	4f
172	22
173	5b
174	2d
175	20
176	7d
177	e4
178	e0
179	4a
180	ec
181	f3
182	f8
183	f4
184	71
185	58
186	24
187	f9
188	bf
189	8e
190	e8
191	a4
192	1d
193	12
194	b7
195	7a
196	de
197	2c
198	cf
199	00
200	9f
201	70
202	7c
203	5d
204	33
205	39
206	55
207	ae
208	cc
209	c2
210	bc
211	0a
212	5f
213	60
214	25
215	74
216	df
217	b3
218	10
219	27
220	ca
221	76
222	8d
223	f0
224	af
225	73
226	3e
227	d4
228	dc
229	5e
230	8f
231	62
232	c5
233	c3
234	d7
235	40
236	e5
237	44
238	31
239	b6
240	94
241	e1
242	d5
243	2f
244	86
245	0c
246	a3
247	95
248	a6
249	6c
250	a0
251	0b
252	dd
253	b4
254	59
255	3c
