0	36
1	0f
2	18
3	72
4	cc
5	af
6	56
7	15
8	fc
9	34
10	7c
11	2f
12	67
13	a6
14	87
15	78
16	35
17	b5
18	b0
19	60
20	85
21	2d
22	7f
23	d3
24	41
25	49
26	e3
27	fb
28	ea
29	0b
30	b7
31	24
32	fe
33	fa
34	12
35	8f
36	b8
37	a9
38	09
39	c7
40	6d
41	22
42	37
43	4f
44	59
45	8b
46	61
47	51
48	11
49	0e
50	63
51	c5
52	3d
53	07
54	81
55	9f
56	be
57	e6
58	c2
59	25
60	a3
61	8c
62	06
63	5c
64	d6
65	20
66	e1
67	e0
68	b6
69	83
70	74
71	1f
72	cd
73	77
74	ad
75	df
76	13
77	d1
78	45
79	4e
80	aa
81	ed
82	f5
83	76
84	5e
85	0a
86	d2
87	3c
88	68
89	23
90	65
91	9d
92	55
93	1b
94	0d
95	de
96	3e
97	a5
98	b4
99	43
100	75
101	f0
102	82
103	ec
104	b2
105	02
106	ff
107	e5
108	93
109	8a
110	7a
111	f3
112	3f
113	db
114	7d
115	d0
116	f2
117	2a
118	64
119	46
120	8d
121	d4
122	03
123	29
124	ca
125	e7
126	66
127	e2
128	bc
129	95
130	1d
131	c0
132	6a
133	5b
134	40
135	0c
136	00
137	99
138	ae
139	04
140	17
141	08
142	10
143	1c
144	cf
145	f7
146	ab
147	19
148	bf
149	c6
150	c4
151	c9
152	32
153	91
154	9b
155	2c
156	e9
157	a1
158	16
159	a2
160	b3
161	1a
162	7e
163	5a
164	ce
165	5f
166	9a
167	8e
168	54
169	5d
170	a7
171	9c
172	96
173	dc
174	4d
175	f8
176	4c
177	80
178	1e
179	d9
180	79
181	6c
182	89
183	eb
184	fd
185	73
186	f1
187	6e
188	ac
189	6f
190	a8
191	48
192	88
193	42
194	ef
195	44
196	50
197	39
198	d8
199	bd
200	05
201	70
202	cb
203	31
204	e8
205	62
206	71
207	47
208	27
209	21
210	a4
211	33
212	a0
213	01
214	52
215	d5
216	97
217	4b
218	30
219	da
220	ba
221	38
222	86
223	6b
224	57
225	3b
226	c3
227	f4
228	92
229	2e
230	14
231	69
232	26
233	28
234	ee
235	58
236	84
237	bb
238	90
239	c1
240	94
241	7b
242	b9
243	98
244	dd
245	d7
246	4a
247	b1
248	f6
249	f9
250	9e
251	53
252	c8
253	3a
254	e4
255	2b
