0	a3
1	44
2	df
3	87
4	67
5	3d
6	c2
7	ed
8	02
9	a4
10	70
11	6f
12	e0
13	fe
14	5c
15	66
16	56
17	2e
18	0c
19	43
20	00
21	30
22	38
23	ea
24	73
25	ee
26	9f
27	9b
28	68
29	a6
30	d9
31	c8
32	82
33	9a
34	20
35	28
36	d6
37	45
38	8b
39	6a
40	d1
41	01
42	54
43	d4
44	1e
45	b2
46	e4
47	4c
48	1d
49	4e
50	9d
51	55
52	e6
53	19
54	06
55	c7
56	79
57	13
58	57
59	6e
60	37
61	74
62	ad
63	ce
64	62
65	48
66	ec
67	b5
68	07
69	83
70	ab
71	86
72	1c
73	b1
74	5e
75	ba
76	05
77	27
78	93
79	4b
80	9e
81	84
82	d3
83	63
84	1b
85	92
86	f2
87	eb
88	d5
89	22
90	5f
91	c4
92	e3
93	8d
94	14
95	91
96	04
97	fc
98	09
99	42
100	6c
101	bf
102	34
103	7a
104	94
105	17
106	cb
107	8c
108	b3
109	5d
110	3f
111	6b
112	cc
113	be
114	ac
115	16
116	24
117	2f
118	72
119	b0
120	80
121	81
122	b7
123	41
124	15
125	7e
126	d7
127	e2
128	90
129	0f
130	9c
131	12
132	c9
133	29
134	cd
135	0e
136	7f
137	b8
138	2d
139	e1
140	e8
141	8a
142	18
143	0d
144	c6
145	fd
146	35
147	3c
148	2c
149	99
150	f7
151	bd
152	1f
153	3b
154	d2
155	7b
156	fb
157	ef
158	af
159	3e
160	fa
161	4d
162	53
163	f0
164	77
165	c3
166	88
167	c0
168	ca
169	78
170	ae
171	96
172	a5
173	a8
174	de
175	a7
176	cf
177	65
178	61
179	f8
180	71
181	7d
182	76
183	69
184	7c
185	a1
186	dd
187	f4
188	21
189	6d
190	0b
191	3a
192	ff
193	32
194	97
195	98
196	85
197	4a
198	a9
199	5b
200	d8
201	f9
202	f5
203	1a
204	2b
205	d0
206	bc
207	b6
208	8f
209	39
210	47
211	49
212	f1
213	a0
214	e5
215	da
216	a2
217	95
218	36
219	5a
220	75
221	08
222	f3
223	4f
224	51
225	bb
226	f6
227	2a
228	e7
229	0a
230	db
231	59
232	c5
233	52
234	46
235	40
236	33
237	b4
238	c1
239	60
240	aa
241	50
242	64
243	11
244	10
245	26
246	89
247	03
248	8e
249	25
250	e9
251	23
252	b9
253	dc
254	31
255	58
